code,name,country,city,state,city_code
WPR,Porvenir,CL,Punta Arenas,Magallanes,WPR
WPU,Puerto Williams,CL,Ushuaia,Tierra del Fuego,WPU
WRA,Warder,ET,Dhuusamarreeb,Galguduud,WRA
WRB,Robins AFB,US,Centerville,Georgia,MCN
WRE,Whangarei Airport,NZ,Whangarei,Northland,WRE
WRG,Wrangell Airport,US,,,WRG
WRH,Wrench Creek,US,,,WRH
WRI,Mc Guire AFB,US,Groveville,New Jersey,WRI
WRL,Worland Municipalcipal,US,Worland,Wyoming,WRL
WRN,Windarling Airport,AU,Merredin,Western Australia,WRN
WRO,Wroclaw Airport,PL,Smolec,Lower Silesian Voivodeship,WRO
WRT,Warton Aerodrome,GB,Warton,England,WRT
WRW,Warrawagine,AU,Port Hedland,Western Australia,WRW
WRY,Westray Airport,GB,Kirkwall,Scotland,WRY
WRZ,Wirawila,LK,Tangalla,Southern,WRZ
WSA,Wasua,PG,Daru,Western Province,WSA
WSB,SPB,US,Virginia City,Nevada,WSB
WSD,Condron AAF,US,White Sands,New Mexico,WSD
WSF,Sarichef,US,Akutan,Alaska,WSF
WSG,County,US,Washington,Pennsylvania,WSG
WSH,Brookhaven,US,Mastic Beach,New York,WSH
WSJ,San Juan SPB,US,Kodiak Station,Alaska,WSJ
WSK,Chongqing Wushan Airport,CN,Quchi,Chongqing Shi,WSK
WSM,Wiseman,US,Nuiqsut,Alaska,WSM
WSN,South Naknek,US,Dillingham,Alaska,WSN
WSO,Washabo,SR,Skeldon,East Berbice-Corentyne,WSO
WSP,Waspam,NI,Waspam,Atlantico Norte (RAAN),WSP
WSQ,Uxin Banner Galutu Airport,CN,,,WSQ
WSR,Wasior,ID,Wasior,Papua,WSR
WST,Westerly State,US,Westerly,Rhode Island,WST
WSU,Wasu,PG,Lae,Morobe,WSU
WSX,Westsound,US,Friday Harbor,Washington,WSX
WSY,Whitsunday Airstrip,AU,Proserpine,Queensland,WSY
WSZ,Westport Airport,NZ,Westport,West Coast,WSZ
WTA,Tambohorano,MG,Maintirano,Melaky,WTA
WTB,Toowoomba Wellcamp Airport,AU,Westbrook,Queensland,TWB
WTC,World Trade Center,US,,,NYC
WTD,West End,BS,West End,West Grand Bahama,WTD
WTE,Wotje Island,MH,Wotje,Wotje Atoll,WTE
WTK,Noatak,US,Kotzebue,Alaska,WTK
WTL,Tuntutuliak,US,,,WTL
WTN,Waddington RAF Station,GB,Waddington,England,WTN
WTO,Wotho Island,MH,Wotho,Wotho Atoll,WTO
WTP,Woitape,PG,Kokoda,Northern Province,WTP
WTR,White River,US,Whiteriver,Arizona,WTR
WTS,Tsiroanomandidy,MG,Tsiroanomandidy,Bongolava,WTS
WTT,Wantoat,PG,Kainantu,Eastern Highlands,WTT
WTX,Way Tuba Gatot Subroto Airport,ID,Lampung,,WTX
WTZ,Whitianga,NZ,Whitianga,Waikato,WTZ
WUA,Wuhai Airport,CN,Wuhai,Inner Mongolia,WUA
WUD,Wudinna,AU,Caralue,South Australia,WUD
WUG,Wau,PG,,,WUG
WUH,Wuhan Tianhe International Airport,CN,,,WUH
WUI,Murrin Murrin Airport,AU,Kalgoorlie,Western Australia,WUI
WUM,Wasum,PG,Kandrian,West New Britain,WUM
WUN,Wiluna,AU,,,WUN
WUS,Wuyishan Airport,CN,Xingtian,Fujian,WUS
WUT,Xinzhou Wutaishan Airport,CN,Jinchang,Shanxi Sheng,WUT
WUU,Wau,SS,Wau,Western Bahr al Ghazal,WUU
WUV,Wuvulu Island,PG,Aitape,Sandaun,WUV
WUX,Sunan Shuofang International Airport,CN,Shuofang,Jiangsu Sheng,WUX
WUZ,Changzhoudao,CN,Longxu,Guangxi Zhuangzu Zizhiqu,WUZ
WVB,Rooikop Airport,,Walvis Bay,Erongo,WVB
WVI,Watsonville,US,Watsonville,California,WVI
WVK,Manakara,MG,Manakara,Vatovavy Fitovinany,WVK
WVL,Robert Lafleur,US,Oakland,Maine,WVL
WVN,Wilhelmshaven,DE,Wilhelmshaven,Lower Saxony,WVN
WWA,Wasilla,US,Wasilla,Alaska,WWA
WWD,Cape May County,US,Erma,New Jersey,WWD
WWI,Woodie Woodie,AU,,,WWI
WWK,Boram Airport,PG,Wewak,East Sepik,WWK
WWP,Whale Pass,US,Petersburg,Alaska,WWP
WWR,West Woodward,US,Woodward,Oklahoma,WWR
WWT,Newtok,US,Hooper Bay,Alaska,WWT
WWY,West Wyalong,AU,West Wyalong,New South Wales,WWY
WXN,Wanxian Airport,CN,Wuqiao,Chongqing Shi,WXN
WYA,Whyalla Airport,AU,Whyalla,South Australia,WYA
WYB,SPB,US,,,WYB
WYE,Yengema,SL,Motema,Eastern Province,WYE
WYN,Wyndham,AU,Kununurra,Western Australia,WYN
WYS,Yellowstone Airport,US,West Yellowstone,Montana,WYS
WZA,Wa Airport,GH,Wa,Upper West,WZA
WZQ,Urad Middle Banner,CN,Haliut,Inner Mongolia,WZQ
WZY,Paradise Island Seaplane Base,BS,Nassau,New Providence,NAS
XAA,Yerevan Stadium,AM,Yerevan,Yerevan,EVN
XAI,Xinyang Minggang Airport,CN,Minggang,Henan Sheng,XAI
XAL,Alamos,MX,Alamos,Sonora,XAL
XAP,Chapeco Airport,BR,Chapeco,Santa Catarina,XAP
XAR,Aribinda,BF,Deou,Sahel,XAR
XAU,Saul,GF,Camopi,Guyane,XAU
XAY,Xayabury,LA,Con Cuong,Nghe An,XAY
XBB,Blubber Bay,CA,,,XBB
XBE,Bearskin Lake,CA,,,XBE
XBG,Bogande,BF,Bogande,Est,XBG
XBJ,Birjand Airport,IR,Birjand,Khorasan-e Jonubi,XBJ
XBL,Buno Bedelle,ET,Bedele,Oromiya,XBL
XBN,Biniguni,PG,Alotau,Milne Bay,XBN
XBO,Boulsa,BF,Boulsa,Centre-Nord,XBO
XBR,Brockville,CA,Brockville,Ontario,XBR
XBW,Killineq,CA,Aylmer,Ontario,XBW
XCH,Christmas Island Airport,CX,Flying Fish Cove,,XCH
XCL,Cluff Lake,CA,,,XCL
XCM,Chatham,CA,Walpole Island,Ontario,XCM
XCN,Coron Airport,PH,Coron,Mimaropa,XCN
XCO,Colac,AU,Colac,Victoria,XCO
XCR,Chalons Vatry Airport,FR,Mailly-le-Camp,Champagne-Ardenne,PAR
XDE,Diebougou,BF,Diebougou,Southwest,XDE
XDJ,Djibo,BF,Djibo,Sahel,XDJ
XEN,Xingcheng,CN,Kuancheng,Hebei,XEN
XEO,Harbour,GL,,,XEO
XEQ,Harbour,GL,Nanortalik,Kujalleq,XEQ
XES,Lake Geneva Aire Estates Airport,US,Lake Geneva,Wisconsin,XES
XEX,Aerogare,FR,Torcy,Ile-de-France,PAR
XFN,Xiangyang Airport,CN,Shuanggou,Hubei,XFN
XFW,Hamburg Finkenwerder Airport,DE,Isernhagen Farster Bauerschaft,Lower Saxony,HAM
XFZ,Charny,CA,Breakeyville,Quebec,YQB
XGA,Gaoua,BF,Gaoua,Southwest,XGA
XGG,Gorom-Gorom,BF,Gorom-Gorom,Sahel,XGG
XGL,Granville Lake,CA,,,XGL
XGN,Xangongo,AO,Outapi,Omusati,XGN
XGR,Kangiqsualujjuaq Airport,CA,,,XGR
XHN,"Guillemins, Raiway Stn",BE,Liege,Wallonia,LGG
XIC,Xichang Airport,CN,Xichang,Sichuan,XIC
XIE,Xienglom,LA,Chaloem Phra Kiat,Nan,XIE
XIG,Xinguara,BR,Sao Geraldo do Araguaia,Para,XIG
XIJ,Ahmed Al Jaber,KW,Al Ahmadi,Al Ahmadi,XIJ
XIL,Xilinhot Airport,CN,Xilin Hot,Inner Mongolia,XIL
XIN,Xingning,CN,Shejiang,Guangdong,XIN
XIQ,Harbour,GL,Ilulissat,Qaasuitsup,XIQ
XIY,Xianyang International Airport,CN,Dizhang,Shaanxi,SIA
XJD,Al Udeid AB,QA,Ar Rayyan,Baladiyat ar Rayyan,XJD
XJH,Hong Kong Harbour,HK,Wan Chai,Wanchai,HKG
XJM,Mangla Airport,PK,Jhelum,Punjab,XJM
XKA,Kantchari,BF,Diapaga,Est,XKA
XKH,Xieng Khouang Airport,LA,Muang Phonsavan,Xiangkhoang,XKH
XKO,Kemano,CA,,,XKO
XKS,Kasabonika,CA,,,XKS
XKY,Kaya,BF,Kaya,Centre-Nord,XKY
XLB,Lac Brochet,CA,,,XLB
XLF,Leaf Bay,CA,,,XLF
XLO,Long Xuyen,VN,Lap Vo,Dong Thap,XLO
XLS,St Louis,SN,Saint-Louis,Saint-Louis,XLS
XLU,Leo,BF,Leo,Centre-Ouest,XLU
XLW,Lemwerder,DE,Lemwerder,Lower Saxony,XLW
XMA,Maramag,PH,Maramag,Northern Mindanao,XMA
XMC,Mallacoota,AU,Eden,New South Wales,XMC
XMD,Madison,US,Madison,South Dakota,XMD
XMG,Mahendranagar,NP,Banbasa,Uttar Pradesh,XMG
XMH,Manihi,PF,Tiarei,,XMH
XMI,Masasi,TZ,Masasi,Mtwara,XMI
XML,Minlaton,AU,Honiton,South Australia,XML
XMN,Xiamen Gaoqi International Airport,CN,Yingcun,Fujian,XMN
XMP,Macmillan Pass,CA,,,XMP
XMS,Macas,EC,Macas,Morona-Santiago,XMS
XMY,Yam Island,AU,Thursday Island,Queensland,XMY
XNA,Northwest Arkansas Regional,US,Cave Springs,Arkansas,FYV
XNG,Quang Ngai,VN,Quang Ngai,Quang Ngai,XNG
XNH,Nasiriyah Airport,IQ,An Nasiriyah,Dhi Qar,XNH
XNN,Xining Caojiabao Airport,CN,Gaozhai,Qinghai Sheng,XNN
XNT,Xingtai,CN,Xingtai,Hebei,XNT
XNU,Nouna,BF,Nouna,Boucle du Mouhoun,XNU
XNY,39th Street Ferry,US,Weehawken,New Jersey,NYC
XOF,Stratford International Rail Station,GB,,,LON
XPA,Pama,BF,Pama,Est,XPA
XPK,Pukatawagan,CA,,,XPK
XPL,Coronel Enrique Soto Cano AB,HN,Comayagua,Comayagua,XPL
XPP,Poplar River,CA,,,XPP
XPR,Pine Ridge,US,Pine Ridge,South Dakota,XPR
XPU,West Kuparuk,US,Prudhoe Bay,Alaska,XPU
XPZ,Harbour,FR,Saint-Tropez,Provence-Alpes-Cote d'Azur,LTT
XQP,Quepos Airport,CR,Quepos,Puntarenas,XQP
XQU,Qualicum,CA,Parksville,British Columbia,XQU
XRH,Richmond AFB,AU,Richmond,New South Wales,XRH
XRQ,Xinbarag Youqi Baogede Airport,CN,Hulun,Inner Mongolia,XRQ
XRR,Ross River,CA,,,XRR
XRY,Jerez Airport,ES,,,XRY
XSB,Sir Bani Yas Island Airport,AE,,,XSB
XSC,International,TC,Cockburn Town,,XSC
XSD,Test Range,US,Tonopah,Nevada,TPH
XSE,Sebba,BF,Sebba,Sahel,XSE
XSI,South Indian Lake,CA,,,XSI
XSM,St Marys,US,Leonardtown,Maryland,XSM
XSO,Siocon,PH,Siocon,Zamboanga Peninsula,XSO
XSP,Seletar,SG,,,SIN
XTG,Thargomindah,AU,Bourke,New South Wales,XTG
XTL,Tadoule Lake,CA,,,XTL
XTO,Taroom,AU,Taroom,Queensland,XTO
XTR,Tara,AU,Chinchilla,Queensland,XTR
XTT,Etoile,FR,Paris,Ile-de-France,PAR
XUZ,Xuzhou Guanyin Airport,CN,Suicheng,Jiangsu Sheng,XUZ
XVL,Vinh Long,VN,Vinh Long,Vinh Long,XVL
XWA,Williston Basin International Airport,CA,Williston,North Dakota,XWA
XWZ,Nykoping,SE,Nykoping,Soedermanland,XWZ
XXK,Katrineholm,SE,Katrineholm,Soedermanland,XXK
XYA,Yandina,SB,Honiara,Guadalcanal,XYA
XYE,Ye,MM,Sangkhla Buri,Kanchanaburi,XYE
XYP,Avesta Krylbo,SE,,,XYP
XYR,Yellow River,PG,Ubrub,Papua,XYR
XZA,Zabre,BF,Po,Centre-Sud,XZA
YAA,Anahim Lake,CA,,,YAA
YAB,Arctic Bay,CA,,,YAB
YAC,Cat Lake,CA,,,YAC
YAD,Moose Lake,CA,,,YAD
YAE,Alta Lake,CA,,,YAE
YAF,Asbestos Hill,CA,Asbestos,Quebec,YAF
YAG,Fort Frances Municipal Airport,CA,International Falls,Minnesota,YAG
YAH,Lagrande 4,CA,,,YAH
YAI,Chillan,CL,Chillan,Biobio,YAI
YAJ,Lyall Harbour,CA,,,YAJ
YAK,Yakutat Airport,US,,,YAK
YAL,Alert Bay,CA,,,YAL
YAM,Sault Ste Marie Airport,CA,Sault Ste Marie,Ontario,YAM
YAN,Yangambi,CD,Yangambi,Eastern Province,YAN
YAO,Yaounde Airport,CM,Yaounde,Centre,YAO
YAP,Yap International Airport,FM,Colonia,Yap,YAP
YAQ,Maple Bay,CA,,,YAQ
YAR,Lagrande 3,CA,Chapais,Quebec,YAR
YAS,Yasawa Island,FJ,Ba,Western,YAS
YAT,Attawapiskat,CA,,,YAT
YAU,Kattiniq/donaldson,CA,,,YAU
YAV,Miners Bay,CA,,,YAV
YAW,Shearwater,CA,Dartmouth,Nova Scotia,YHZ
YAX,Angling Lake Airport,CA,,,YAX
YAY,St Anthony,CA,Lewisporte,Newfoundland and Labrador,YAY
YAZ,Tofino Airport,CA,,,YAZ
YBA,Banff,CA,Banff,Alberta,YBA
YBB,Kugaaruk,CA,,,YBB
YBC,Baie-Comeau Airport,CA,Baie-Comeau,Quebec,YBC
YBD,New Westminster,CA,New Westminster,British Columbia,YBD
YBE,Uranium City,CA,,,YBE
YBF,Bamfield,CA,,,YBF
YBG,Saguenay-Bagotville Airport,CA,,,YBG
YBH,Bull Harbour,CA,,,YBH
YBI,Black Tickle,CA,,,YBI
YBJ,Baie Johan Beetz,CA,,,YBJ
YBK,Baker Lake,CA,,,YBK
YBL,Campbell River Airport,CA,,,YBL
YBM,Bronson Creek,CA,,,YBM
YBN,Borden,CA,Summerside,Prince Edward Island,YBN
YBO,Bob Quinn Lake,CA,Ketchikan,Alaska,YBO
YBP,Yibin Caiba Airport,CN,Yibin,Sichuan,YBP
YBQ,Telegraph Harbour,CA,,,YBQ
YBR,Brandon Municipal Airport,CA,Brandon,Manitoba,YBR
YBS,Musselwhite,CA,,,YBS
YBT,Brochet,CA,,,YBT
YBV,Berens River Airport,CA,,,YBV
YBW,Springbank,CA,,,YBW
YBX,Blanc Sablon,CA,,,YBX
YBY,Bonnyville,CA,Bonnyville,Alberta,YBY
YCA,Courtenay,CA,,,YCA
YCB,Cambridge Bay Airport,CA,,,YCB
YCC,Regional,CA,Cornwall,Ontario,YCC
YCD,Nanaimo Airport,CA,,,YCD
YCE,Centralia,CA,South Huron,Ontario,YCE
YCF,Cortes Bay,CA,,,YCF
YCG,Castlegar Airport,CA,Castlegar,British Columbia,YCG
YCH,Miramichi,CA,Miramichi,New Brunswick,YCH
YCI,Caribou Island,CA,,,YCI
YCJ,Cape St James,CA,,,YCJ
YCK,Colville Lake,CA,,,YCK
YCL,Charlo,CA,Carleton-sur-Mer,Quebec,YCL
YCM,Niagara District Airport,CA,Niagara-on-the-Lake,Ontario,YCM
YCN,Cochrane,CA,,,YCN
YCO,Kugluktuk Airport,CA,,,YCO
YCQ,Chetwynd,CA,,,YCQ
YCR,Cross Lake,CA,,,YCR
YCS,Chesterfield Inlet,CA,,,YCS
YCT,Coronation,CA,Hanna,Alberta,YCT
YCU,Yuncheng Airport,CN,Yuncheng,Shanxi Sheng,YCU
YCV,Cartierville,CA,,,YCV
YCW,Chilliwack Municipalcipal Airport,CA,Chilliwack,British Columbia,YCW
YCX,Gagetown,CA,,,YCX
YCY,Clyde River,CA,,,YCY
YCZ,Fairmont Hot Springs,CA,Invermere,British Columbia,YCZ
YDA,Dawson City Airport,CA,,,YDA
YDB,Burwash Landings,CA,,,YDB
YDC,Industrial Airport,CA,Drayton Valley,Alberta,YDC
YDE,Paradise River,CA,,,YDE
YDF,Deer Lake Regional Airport,CA,,,YDF
YDG,Digby,CA,Digby,Nova Scotia,YDG
YDH,Daniels Harbour,CA,,,YDH
YDI,Davis Inlet,CA,,,YDI
YDJ,Hatchet Lake,CA,,,YDJ
YDK,Main Duck Island,CA,,,YDK
YDL,Dease Lake,CA,,,YDL
YDN,Dauphin,CA,Dauphin,Manitoba,YDN
YDO,St Methode,CA,Dolbeau-Mistassini,Quebec,YDO
YDP,Nain,CA,,,YDP
YDQ,Dawson Creek,CA,Dawson Creek,British Columbia,YDQ
YDR,Broadview,CA,Esterhazy,Saskatchewan,YDR
YDS,Desolation Sound,CA,,,YDS
YDT,Boundary Bay Airport,CA,,,YVR
YDU,Kasba Lake,CA,,,YDU
YDV,Bloodvein,CA,,,YDV
YDW,Obre Lake,CA,,,YDW
YDX,Doc Creek,CA,,,YDX
YEB,Bar River,CA,Sault Ste. Marie,Ontario,YEB
YEC,Yecheon,KR,Mungyeong,Gyeongsangbuk-do,YEC
YED,Namao Field,CA,,,YEA
YEG,Edmonton International Airport,CA,Leduc,Alberta,YEA
YEH,Yinchuan Helanshan Airport,CN,Yinchuan,Ningxia Huizu Zizhiqu,YEH
YEI,Yenisehir Airport,TR,Hamzabey,Bursa,YEI
YEK,Arviat,CA,,,YEK
YEL,Elliot Lake,CA,,,YEL
YEM,East Manitoulin,CA,Little Current,Ontario,YEM
YEN,Estevan,CA,Estevan,Saskatchewan,YEN
YEO,Yeovilton,GB,Sherborne,England,YEO
YEP,Estevan Point,CA,,,YEP
YEQ,Yenkis,PG,Wabag,Enga,YEQ
YER,Fort Severn,CA,,,YER
YES,Yasouj,IR,Yasuj,Kohgiluyeh va Buyer Ahmad,YES
YET,Edson,CA,Edson,Alberta,YET
YEU,Eureka,CA,,,YEU
YEV,Inuvik Mike Zubko Airport,CA,,,YEV
YEY,Amos,CA,Amos,Quebec,YEY
YFA,Fort Albany,CA,,,YFA
YFB,Iqaluit Airport,CA,,,YFB
YFC,Fredericton International Airport,CA,Oromocto,New Brunswick,YFC
YFE,Forestville,CA,Forestville,Quebec,YFE
YFG,Fontanges,CA,,,YFG
YFH,Fort Hope,CA,,,YFH
YFI,Firebag,CA,,,HZP
YFJ,Snare Lake,CA,,,YFJ
YFL,Fort Reliance,CA,,,YFL
YFO,Flin Flon Airport,CA,,,YFO
YFR,Fort Resolution,CA,,,YFR
YFS,Fort Simpson,CA,,,YFS
YFX,Fox Harbour (St Lewis),CA,,,YFX
YGA,Gagnon,CA,,,YGA
YGB,Gillies Bay,CA,,,YGB
YGC,Grande Cache,CA,Grande Cache,Alberta,YGC
YGE,Gorge Harbor,CA,,,YGE
YGG,Ganges Harbor,CA,North Cowichan,British Columbia,YGG
YGH,Fort Good Hope,CA,,,YGH
YGJ,Miho Airport,JP,Sakaiminato,Shimane,YGJ
YGK,Kingston/Norman Rogers Airport,CA,,,YGK
YGL,La Grande Airport,CA,,,YGL
YGM,Gimli,CA,,,YGM
YGN,Greenway Sound,CA,,,YGN
YGO,Gods Lake Narrows Airport,CA,,,YGO
YGP,Michel-Pouliot Gaspe Airport,CA,Gaspe,Quebec,YGP
YGQ,Geraldton,CA,,,YGQ
YGR,Iles De La Madeleine,CA,Souris,Prince Edward Island,YGR
YGS,Germansen,CA,,,YGS
YGT,Igloolik Airport,CA,,,YGT
YGV,Havre St Pierre,CA,,,YGV
YGW,Kuujjuarapik Airport,CA,,,YGW
YGX,Gillam,CA,,,YGX
YGY,Deception,CA,,,YGY
YGZ,Grise Fiord,CA,,,YGZ
YHA,Port Hope Simpson,CA,,,YHA
YHB,Hudson Bay,CA,Hudson Bay,Saskatchewan,YHB
YHC,Hakai Pass,CA,,,YHC
YHD,Dryden Regional Airport,CA,,,YHD
YHE,Hope,CA,Hope,British Columbia,YHE
YHF,Hearst,CA,,,YHF
YHG,Charlottetown,CA,,,YHG
YHH,Harbor SPB,CA,,,YBL
YHI,Holman,CA,,,YHI
YHJ,Nanchang Yaohu Airport,CN,,,YHJ
YHK,Gjoa Haven Airport,CA,,,YHK
YHM,Hamilton Airport,CA,Ancaster,Ontario,YTO
YHN,Hornepayne,CA,,,YHN
YHO,Hopedale,CA,,,YHO
YHP,Poplar Hill,CA,,,YHP
YHR,Chevery,CA,,,YHR
YHS,Sechelt,CA,,,YHS
YHT,Haines Junction,CA,Haines Junction,Yukon,YHT
YHU,St. Hubert Airport,CA,,,YMQ
YHY,Hay River,CA,,,YHY
YHZ,Halifax Stanfield International Airport,CA,Cole Harbour,Nova Scotia,YHZ
YIA,Yogyakarta International Airport,ID,Srandakan,Daerah Istimewa Yogyakarta,YIA
YIB,Atikokan,CA,,,YIB
YIC,Yichun Mingyueshan Airport,CN,Hutian,Jiangxi Sheng,YIC
YIE,Arxan Yiershi Airport,CN,Wenquan,Inner Mongolia,YIE
YIF,Pakuashipi,CA,,,YIF
YIG,Big Bay Marina,CA,,,YIG
YIH,Yichang Sanxia Airport,CN,Yunchi,Hubei,YIH
YIK,Ivujivik,CA,,,YIK
YIN,Yining Airport,CN,Dadamtu,Xinjiang Uygur Zizhiqu,YIN
YIO,Pond Inlet Airport,CA,,,YIO
YIP,Willow Run Airport,US,Belleville,Michigan,DTT
YIV,Island Lake Airport,CA,,,YIV
YIW,Yiwu Airport,CN,Yiwu,Zhejiang Sheng,YIW
YJA,Jasper Airport,CA,Jasper Park Lodge,Alberta,YJA
YJF,Fort Liard,CA,,,YJF
YJN,St Jean,CA,Saint-Jean-sur-Richelieu,Quebec,YJN
YJO,Johnny Mountain,CA,,,YJO
YJP,Jasper-hinton,CA,Hinton,Alberta,YJP
YJS,Samjiyon,KP,Changbai,Jilin Sheng,YJS
YJT,Stephenville,CA,Stephenville,Newfoundland and Labrador,YJT
YKA,Kamloops Airport,CA,Kamloops,British Columbia,YKA
YKC,Collins Bay,CA,Kingston,Ontario,YKC
YKD,Township Airport,CA,Wingham,Ontario,YKD
YKE,Knee Lake,CA,,,YKE
YKF,Region of Waterloo International Airport,CA,Cambridge,Ontario,YKF
YKG,Kangirsuk Airport,CA,,,YKG
YKH,Yingkou Lanqi Airport,CN,Qingshiling,Liaoning,YKH
YKI,Kennosao Lake,CA,Uuemoisa,Laeaene,YKI
YKJ,Key Lake,CA,,,YKJ
YKK,Kitkatla,CA,,,YKK
YKL,Schefferville Airport,CA,,,YKL
YKM,Yakima Air Terminal,US,Yakima,Washington,YKM
YKN,Chan Gurney,US,Yankton,South Dakota,YKN
YKO,Hakkari–Yüksekova Airport,TR,Yuksekova,Hakkari,YKO
YKQ,Waskaganish Airport,CA,,,YKQ
YKS,Yakutsk Airport,RU,Markha,Sakha,YKS
YKT,Klemtu,CA,,,YKT
YKU,Chisasibi,CA,,,YKU
YKX,Kirkland Lake,CA,Kirkland Lake,Ontario,YKX
YKY,Kindersley,CA,Kindersley,Saskatchewan,YKY
YKZ,Buttonville Municipalcipal,CA,Richmond Hill,Ontario,YTO
YLA,Langara,CA,Craig,Alaska,YLA
YLB,Lac Biche,CA,Lac La Biche,Alberta,YLB
YLC,Kimmirut,CA,,,YLC
YLD,Chapleau,CA,Thessalon,Ontario,YLD
YLE,Wha Ti,CA,,,YLE
YLF,LaForges,CA,,,YLF
YLG,Yalgoo,AU,Melville,Western Australia,YLG
YLH,Lansdowne House,CA,,,YLH
YLI,Ylivieska,FI,Ylivieska,Northern Ostrobothnia,YLI
YLJ,Meadow Lake,CA,,,YLJ
YLK,Lake Simcoe Regional,CA,Barrie,Ontario,YLK
YLL,Lloydminster,CA,Lloydminster,Saskatchewan,YLL
YLM,Clinton Creek,CA,,,YLM
YLN,Yilan,CN,Yinglan,Heilongjiang Sheng,YLN
YLO,Shilo,CA,Carberry,Manitoba,YLO
YLP,Mingan,CA,,,YLP
YLQ,La Tuque,CA,La Tuque,Quebec,YLQ
YLR,Leaf Rapids,CA,,,YLR
YLS,Lebel-Sur-Quevillon,CA,,,YLS
YLT,Alert,CA,Upernavik,Qaasuitsup,YLT
YLV,Yevlakh Airport,AZ,Yevlakh,Yevlax City,YLV
YLW,Kelowna International Airport,CA,Kelowna,British Columbia,YLW
YLX,Long Point,CA,,,YLX
YLY,Langley Regional,CA,Langley,British Columbia,YLY
YMA,Mayo,CA,,,YMA
YMB,Merritt,CA,Merritt,British Columbia,YMB
YMC,Maricourt Airstrip,CA,,,YMC
YMD,Mould Bay,CA,,,YMD
YME,Matane,CA,Matane,Quebec,YME
YMF,Montagne Harbor,CA,Point Roberts,Washington,YMF
YMG,Manitouwadge,CA,,,YMG
YMH,Mary's Harbour,CA,,,YMH
YMI,Minaki,CA,Warroad,Minnesota,YMI
YMJ,Moose Jaw / Air Vice Marshal C. M. Mcewen Airport,CA,Moose Jaw,Saskatchewan,YMJ
YMK,Mys-Kamenny,RU,Mys-Kamennyy,Yamalo-Nenetskiy Avtonomnyy Okrug,YMK
YML,Charlevoix,CA,La Malbaie,Quebec,YML
YMM,Fort McMurray International Airport,CA,Fort McMurray,Alberta,YMM
YMN,Makkovik Airport,CA,,,YMN
YMO,Moosonee,CA,Iroquois Falls,Ontario,YMO
YMP,Port McNeil,CA,,,YMP
YMR,Merry Island,CA,,,YMR
YMS,Yurimaguas,PE,Yurimaguas,Loreto,YMS
YMT,Chibougamau Airport,CA,Chibougamau,Quebec,YMT
YMU,Mansons Landing SPB,CA,,,YMU
YMV,Mary River,CA,Clyde River,Nunavut,YMV
YMW,Maniwaki,CA,Maniwaki,Quebec,YMW
YMX,Mirabel International Airport,CA,Mirabel,Quebec,YMQ
YNA,Natashquan,CA,,,YNA
YNB,Yanbu Airport,SA,Yanbu` al Bahr,Al Madinah al Munawwarah,YNB
YNC,Wemindji,CA,,,YNC
YND,Gatineau Airport,CA,,,YOW
YNE,Norway House Airport,CA,,,YNE
YNF,Deer Lake/Stephenville,CA,,,YNF
YNG,Youngstown,US,Howland Center,Ohio,YNG
YNH,Hudson Hope,CA,Chetwynd,British Columbia,YNH
YNI,Nitchequon,CA,Fermont,Quebec,YNI
YNJ,Yanji Chaoyangchuan Airport,CN,,,YNJ
YNK,Nootka Sound,CA,,,YNK
YNL,Points North Landing,CA,,,YNL
YNM,Matagami,CA,,,YNM
YNN,Yandi,AU,,,YNN
YNO,North Spirit Lake,CA,,,YNO
YNP,Natuashish Airport,CA,,,YNP
YNR,Arnes,CA,,,YNR
YNS,Nemiscau Airport,CA,Lebel-sur-Quevillon,Quebec,YNS
YNT,Yantai Laishan International Airport,CN,Laishan,Shandong Sheng,YNT
YNX,Snap Lake,CA,,,YNX
YNY,Yangyang Airport,KR,Sokcho,Gangwon-do,YNY
YNZ,Yancheng Nanyang International Airport,CN,Yulong,Jiangsu Sheng,YNZ
YOA,Ekati,CA,,,YOA
YOC,Old Crow,CA,Dawson City,Yukon,YOC
YOD,Cold Lake,CA,Cold Lake,Alberta,YOD
YOE,Falher,CA,Falher,Alberta,YOE
YOG,Ogoki,CA,,,YOG
YOH,Oxford House,CA,,,YOH
YOI,Opinaca,CA,,,YOI
YOJ,Footner Lake Airport,CA,,,YOJ
YOK,Yokohama,JP,Minami-rinkan,Kanagawa,YOK
YOL,Yola Airport,NG,Jimeta,Adamawa,YOL
YON,Yongphulla Airport,BT,Trashigang,Tashigang,YON
YOO,Oshawa,CA,Oshawa,Ontario,QWA
YOP,Rainbow Lake,CA,High Level,Alberta,YOP
YOS,Billy Bishop Regional,CA,,,YOS
YOT,Yotvata,IL,Al Quwayrah,Ma'an,YOT
YOW,Ottawa/Macdonald-Cartier International Airport,CA,,,YOW
YOY,Valcartier,CA,Newport,Vermont,YOY
YPA,Glass Field,CA,Prince Albert,Saskatchewan,YPA
YPB,Port Alberni,CA,,,YPB
YPC,Paulatuk,CA,,,YPC
YPD,Parry Sound,CA,Parry Sound,Ontario,YPD
YPE,Peace River,CA,Peace River,Alberta,YPE
YPG,Portage La Prairie,CA,Portage la Prairie,Manitoba,YPG
YPH,Inukjuak,CA,,,YPH
YPI,Port Simpson,CA,,,YPI
